resource_id,name,state_name,district_name,district_key,resource_type,source_dataset,observation_year,temperature,dissolved_oxygen,ph,tds,turbidity,ecoli,nitrate,arsenic,fluoride,quality_status,latitude,longitude,water_quality_score
171,Village_171,West Bengal,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.1,684.0,1.02,,,0.062,0.83,unsafe,,,75.0
172,Village_172,Bihar,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.56,1030.0,2.15,,,0.021,0.94,unsafe,,,75.0
173,Village_173,Uttar Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.24,377.0,2.01,,,0.028,2.73,unsafe,,,85.0
174,Village_174,Tamil Nadu,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.51,370.0,3.4,,,0.017,2.59,unsafe,,,85.0
175,Village_175,Maharashtra,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,6.58,944.0,1.99,,,0.05,1.58,unsafe,,,70.0
176,Village_176,Gujarat,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.48,764.0,3.12,,,0.074,0.23,unsafe,,,75.0
177,Village_177,Gujarat,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.26,838.0,4.03,,,0.095,2.7,unsafe,,,55.0
178,Village_178,Tamil Nadu,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.58,634.0,3.66,,,0.08,0.73,unsafe,,,75.0
179,Village_179,Maharashtra,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.54,715.0,1.76,,,0.019,2.48,unsafe,,,70.0
180,Village_180,Uttar Pradesh,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,6.92,414.0,4.94,,,0.059,1.54,unsafe,,,70.0
181,Village_181,Gujarat,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.37,811.0,2.5,,,0.005,0.83,unsafe,,,85.0
182,Village_182,Rajasthan,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.05,1344.0,3.33,,,0.083,0.97,unsafe,,,75.0
183,Village_183,Rajasthan,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.44,675.0,1.81,,,0.038,1.47,unsafe,,,75.0
184,Village_184,West Bengal,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.95,752.0,4.41,,,0.074,1.29,unsafe,,,60.0
185,Village_185,Madhya Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,8.37,540.0,2.72,,,0.053,0.98,unsafe,,,75.0
186,Village_186,Madhya Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.93,421.0,2.8,,,0.045,1.74,unsafe,,,85.0
187,Village_187,West Bengal,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.82,789.0,1.56,,,0.086,0.5,unsafe,,,75.0
188,Village_188,Tamil Nadu,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.83,1154.0,3.14,,,0.057,2.77,unsafe,,,70.0
189,Village_189,Bihar,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,8.04,558.0,2.73,,,0.007,1.14,unsafe,,,85.0
190,Village_190,Bihar,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.86,923.0,2.57,,,0.092,1.28,unsafe,,,75.0
191,Village_191,Bihar,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.64,1149.0,2.65,,,0.026,2.24,unsafe,,,70.0
192,Village_192,Maharashtra,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.47,909.0,1.8,,,0.024,2.3,unsafe,,,70.0
193,Village_193,Bihar,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.91,422.0,4.61,,,0.066,0.78,unsafe,,,75.0
194,Village_194,Gujarat,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.87,969.0,2.99,,,0.024,0.51,unsafe,,,75.0
195,Village_195,Madhya Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.43,759.0,2.33,,,0.026,0.3,unsafe,,,75.0
196,Village_196,Tamil Nadu,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.68,260.0,4.42,,,0.028,1.25,unsafe,,,75.0
197,Village_197,Gujarat,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.84,1154.0,4.4,,,0.096,2.8,unsafe,,,55.0
198,Village_198,Tamil Nadu,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.27,1475.0,3.78,,,0.059,2.04,unsafe,,,70.0
199,Village_199,Tamil Nadu,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,6.76,217.0,2.26,,,0.018,2.35,unsafe,,,85.0
200,Village_200,Gujarat,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,6.65,851.0,3.24,,,0.018,1.58,unsafe,,,70.0
201,Village_201,West Bengal,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.91,640.0,3.99,,,0.008,2.7,unsafe,,,80.0
202,Village_202,Tamil Nadu,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.55,532.0,2.76,,,0.017,1.8,unsafe,,,70.0
203,Village_203,Madhya Pradesh,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.43,738.0,3.03,,,0.011,0.25,unsafe,,,75.0
204,Village_204,West Bengal,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.96,429.0,2.23,,,0.061,1.88,unsafe,,,85.0
205,Village_205,Gujarat,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.93,645.0,1.66,,,0.016,1.06,unsafe,,,75.0
206,Village_206,Maharashtra,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.56,1423.0,1.18,,,0.068,2.05,unsafe,,,70.0
207,Village_207,Madhya Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.17,317.0,4.15,,,0.086,1.22,unsafe,,,75.0
208,Village_208,Rajasthan,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.62,1457.0,1.02,,,0.094,0.63,unsafe,,,75.0
209,Village_209,Tamil Nadu,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.33,1251.0,1.84,,,0.045,2.03,unsafe,,,70.0
210,Village_210,Madhya Pradesh,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.21,1331.0,1.69,,,0.081,1.41,unsafe,,,75.0
211,Village_211,Madhya Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.26,1484.0,4.03,,,0.071,2.3,unsafe,,,55.0
212,Village_212,Maharashtra,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.16,418.0,2.58,,,0.064,2.03,unsafe,,,85.0
213,Village_213,Bihar,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,6.58,1442.0,2.52,,,0.021,0.98,unsafe,,,75.0
214,Village_214,Maharashtra,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.24,582.0,1.42,,,0.022,2.85,unsafe,,,70.0
215,Village_215,Gujarat,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.0,1013.0,1.11,,,0.083,2.96,unsafe,,,70.0
216,Village_216,Madhya Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.78,993.0,4.18,,,0.071,0.44,unsafe,,,60.0
217,Village_217,Madhya Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.25,396.0,1.42,,,0.039,1.06,unsafe,,,90.0
218,Village_218,Uttar Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.68,939.0,2.45,,,0.006,2.53,unsafe,,,80.0
219,Village_219,Tamil Nadu,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.0,1486.0,4.56,,,0.045,0.56,unsafe,,,60.0
220,Village_220,West Bengal,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,6.56,1037.0,3.06,,,0.047,2.6,unsafe,,,70.0
221,Village_221,Madhya Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.23,1229.0,4.26,,,0.018,0.74,unsafe,,,60.0
222,Village_222,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.38,494.0,2.16,,,0.056,2.91,unsafe,,,85.0
223,Village_223,Uttar Pradesh,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.74,888.0,2.32,,,0.022,1.22,unsafe,,,75.0
224,Village_224,West Bengal,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.09,1043.0,4.49,,,0.027,2.19,unsafe,,,55.0
225,Village_225,Bihar,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.86,1331.0,4.84,,,0.095,0.32,unsafe,,,60.0
226,Village_226,Rajasthan,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,6.54,1363.0,3.17,,,0.028,0.97,unsafe,,,75.0
227,Village_227,West Bengal,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.27,1082.0,4.74,,,0.014,2.11,unsafe,,,55.0
228,Village_228,Bihar,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.16,1193.0,4.95,,,0.001,0.43,unsafe,,,70.0
229,Village_229,Gujarat,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,6.63,1238.0,1.18,,,0.029,0.41,unsafe,,,75.0
230,Village_230,Tamil Nadu,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.98,1329.0,1.34,,,0.013,1.94,unsafe,,,70.0
231,Village_231,Tamil Nadu,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,8.17,1482.0,4.02,,,0.034,1.34,unsafe,,,60.0
232,Village_232,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.78,495.0,2.02,,,0.001,1.86,unsafe,,,95.0
233,Village_233,Gujarat,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.06,204.0,4.53,,,0.027,0.26,unsafe,,,75.0
234,Village_234,Gujarat,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.68,1062.0,2.77,,,0.055,0.38,unsafe,,,75.0
235,Village_235,Gujarat,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.96,463.0,3.45,,,0.053,2.61,unsafe,,,85.0
236,Village_236,Madhya Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.81,1180.0,1.75,,,0.056,1.27,unsafe,,,75.0
237,Village_237,West Bengal,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.31,892.0,1.47,,,0.054,2.2,unsafe,,,70.0
238,Village_238,West Bengal,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,6.81,477.0,4.45,,,0.01,2.57,unsafe,,,80.0
239,Village_239,Madhya Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.89,389.0,4.97,,,0.086,0.9,unsafe,,,75.0
240,Village_240,Uttar Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.42,1037.0,2.84,,,0.096,1.69,unsafe,,,70.0
241,Village_241,Uttar Pradesh,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,8.45,1098.0,3.43,,,0.087,0.28,unsafe,,,75.0
242,Village_242,Bihar,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.11,761.0,3.78,,,0.095,2.0,unsafe,,,70.0
243,Village_243,Bihar,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.42,1193.0,3.73,,,0.048,2.3,unsafe,,,70.0
244,Village_244,Madhya Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.94,632.0,1.49,,,0.02,1.4,unsafe,,,75.0
245,Village_245,Rajasthan,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.94,962.0,1.75,,,0.073,2.34,unsafe,,,70.0
246,Village_246,Gujarat,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.34,1031.0,3.14,,,0.023,2.43,unsafe,,,70.0
247,Village_247,Uttar Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,6.85,956.0,1.43,,,0.031,1.58,unsafe,,,70.0
248,Village_248,Uttar Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.86,465.0,3.75,,,0.019,2.96,unsafe,,,85.0
249,Village_249,Gujarat,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.96,1240.0,4.81,,,0.074,1.26,unsafe,,,60.0
250,Village_250,Tamil Nadu,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.13,1043.0,3.96,,,0.013,2.23,unsafe,,,70.0
251,Village_251,Bihar,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.62,1207.0,4.85,,,0.02,2.94,unsafe,,,55.0
252,Village_252,Madhya Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,8.43,718.0,1.53,,,0.067,2.33,unsafe,,,70.0
253,Village_253,Gujarat,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.68,1147.0,4.09,,,0.008,1.03,unsafe,,,70.0
254,Village_254,Maharashtra,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.84,247.0,2.08,,,0.077,1.11,unsafe,,,90.0
255,Village_255,West Bengal,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.11,231.0,3.11,,,0.037,1.5,unsafe,,,90.0
256,Village_256,Maharashtra,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.27,1107.0,2.94,,,0.05,2.5,unsafe,,,70.0
257,Village_257,Uttar Pradesh,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,8.24,357.0,2.89,,,0.003,1.23,safe,,,100.0
258,Village_258,Madhya Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.77,200.0,4.84,,,0.099,0.87,unsafe,,,75.0
259,Village_259,Madhya Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.92,552.0,1.67,,,0.032,0.67,unsafe,,,75.0
260,Village_260,West Bengal,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.37,1467.0,2.1,,,0.079,1.71,unsafe,,,70.0
261,Village_261,Bihar,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.41,458.0,3.82,,,0.023,1.76,unsafe,,,85.0
262,Village_262,Gujarat,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.12,1083.0,1.84,,,0.069,2.97,unsafe,,,70.0
263,Village_263,Bihar,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.34,614.0,4.34,,,0.028,0.6,unsafe,,,60.0
264,Village_264,West Bengal,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.82,1153.0,1.92,,,0.08,1.27,unsafe,,,75.0
265,Village_265,Maharashtra,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.44,1219.0,4.19,,,0.097,0.68,unsafe,,,60.0
266,Village_266,Rajasthan,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.97,663.0,2.5,,,0.034,0.41,unsafe,,,75.0
267,Village_267,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.58,1183.0,2.57,,,0.054,2.08,unsafe,,,70.0
268,Village_268,West Bengal,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.81,477.0,3.22,,,0.005,2.13,unsafe,,,95.0
269,Village_269,Tamil Nadu,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.26,232.0,3.59,,,0.043,1.32,unsafe,,,90.0
270,Village_270,Maharashtra,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.53,224.0,3.78,,,0.088,0.95,unsafe,,,90.0
271,Village_271,Madhya Pradesh,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.68,352.0,4.24,,,0.01,0.33,unsafe,,,85.0
272,Village_272,Uttar Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.44,1472.0,1.29,,,0.075,0.26,unsafe,,,75.0
273,Village_273,West Bengal,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.12,283.0,3.24,,,0.029,1.66,unsafe,,,85.0
274,Village_274,Rajasthan,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.29,1198.0,4.57,,,0.02,2.72,unsafe,,,55.0
275,Village_275,Bihar,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,6.95,1139.0,4.55,,,0.032,1.5,unsafe,,,60.0
276,Village_276,Uttar Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.35,378.0,4.65,,,0.046,1.74,unsafe,,,70.0
277,Village_277,Tamil Nadu,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.33,1256.0,3.6,,,0.082,0.45,unsafe,,,75.0
278,Village_278,Gujarat,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,6.96,1219.0,2.94,,,0.005,1.54,unsafe,,,80.0
279,Village_279,West Bengal,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.72,1257.0,4.83,,,0.045,2.02,unsafe,,,55.0
280,Village_280,West Bengal,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.58,813.0,1.44,,,0.003,1.99,unsafe,,,80.0
281,Village_281,West Bengal,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.45,1476.0,3.64,,,0.077,1.29,unsafe,,,75.0
282,Village_282,Tamil Nadu,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.41,1129.0,2.16,,,0.03,1.0,unsafe,,,75.0
283,Village_283,Uttar Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.5,1183.0,1.94,,,0.058,0.53,unsafe,,,75.0
284,Village_284,Uttar Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.44,373.0,2.38,,,0.003,0.43,safe,,,100.0
285,Village_285,Tamil Nadu,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.81,500.0,4.81,,,0.012,1.61,unsafe,,,70.0
286,Village_286,West Bengal,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.59,1032.0,4.17,,,0.096,2.7,unsafe,,,55.0
287,Village_287,Maharashtra,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.61,884.0,1.35,,,0.02,2.57,unsafe,,,70.0
288,Village_288,Madhya Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.46,502.0,2.45,,,0.079,0.66,unsafe,,,75.0
289,Village_289,Tamil Nadu,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.64,764.0,1.5,,,0.011,2.66,unsafe,,,70.0
290,Village_290,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.77,849.0,2.08,,,0.029,1.97,unsafe,,,70.0
291,Village_291,Bihar,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.09,1394.0,4.52,,,0.047,2.76,unsafe,,,55.0
292,Village_292,Rajasthan,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.15,427.0,1.12,,,0.088,2.33,unsafe,,,85.0
293,Village_293,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.53,706.0,3.53,,,0.048,1.05,unsafe,,,75.0
294,Village_294,Bihar,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.65,638.0,1.63,,,0.002,2.1,unsafe,,,80.0
295,Village_295,Bihar,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.14,1164.0,4.68,,,0.065,0.69,unsafe,,,60.0
296,Village_296,Tamil Nadu,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.07,908.0,2.29,,,0.046,1.59,unsafe,,,70.0
297,Village_297,Madhya Pradesh,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.84,895.0,2.41,,,0.006,1.67,unsafe,,,80.0
298,Village_298,Tamil Nadu,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,6.94,1293.0,1.53,,,0.078,1.48,unsafe,,,75.0
299,Village_299,West Bengal,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.36,776.0,4.23,,,0.005,1.27,unsafe,,,70.0
300,Village_300,Bihar,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.48,1325.0,1.35,,,0.026,1.11,unsafe,,,75.0
301,Village_301,West Bengal,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.55,1122.0,2.4,,,0.027,1.62,unsafe,,,70.0
302,Village_302,Bihar,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.02,406.0,4.34,,,0.089,0.89,unsafe,,,75.0
303,Village_303,Maharashtra,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.86,1405.0,4.36,,,0.054,1.2,unsafe,,,60.0
304,Village_304,Rajasthan,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.6,1233.0,2.96,,,0.083,2.76,unsafe,,,70.0
305,Village_305,Tamil Nadu,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.57,506.0,4.58,,,0.078,2.13,unsafe,,,55.0
306,Village_306,Madhya Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.74,364.0,3.25,,,0.045,3.0,unsafe,,,85.0
307,Village_307,Rajasthan,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.35,266.0,4.3,,,0.036,2.42,unsafe,,,70.0
308,Village_308,Maharashtra,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.79,761.0,2.15,,,0.088,1.19,unsafe,,,75.0
309,Village_309,Madhya Pradesh,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,8.06,1352.0,3.8,,,0.058,1.33,unsafe,,,75.0
310,Village_310,Maharashtra,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.27,999.0,2.42,,,0.061,2.57,unsafe,,,70.0
311,Village_311,Bihar,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.83,836.0,3.48,,,0.087,2.73,unsafe,,,70.0
312,Village_312,Maharashtra,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.59,1300.0,2.86,,,0.004,2.04,unsafe,,,80.0
313,Village_313,Rajasthan,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.3,1230.0,4.85,,,0.049,0.7,unsafe,,,60.0
314,Village_314,West Bengal,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.74,967.0,4.58,,,0.093,1.72,unsafe,,,55.0
315,Village_315,Tamil Nadu,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,8.34,379.0,3.59,,,0.019,2.05,unsafe,,,85.0
316,Village_316,Uttar Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.47,1140.0,3.1,,,0.077,0.97,unsafe,,,75.0
317,Village_317,Maharashtra,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.65,1246.0,4.9,,,0.066,2.16,unsafe,,,55.0
318,Village_318,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.44,322.0,3.03,,,0.082,2.06,unsafe,,,85.0
319,Village_319,Gujarat,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.7,893.0,1.62,,,0.015,2.58,unsafe,,,70.0
320,Village_320,Gujarat,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.95,528.0,3.69,,,0.098,1.76,unsafe,,,70.0
321,Village_321,West Bengal,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.1,550.0,1.96,,,0.011,1.47,unsafe,,,75.0
322,Village_322,Maharashtra,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.82,837.0,2.2,,,0.062,1.91,unsafe,,,70.0
323,Village_323,West Bengal,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.18,1165.0,1.65,,,0.085,2.0,unsafe,,,70.0
324,Village_324,Rajasthan,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.41,473.0,1.97,,,0.074,0.44,unsafe,,,90.0
325,Village_325,Bihar,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.6,957.0,2.34,,,0.056,2.12,unsafe,,,70.0
326,Village_326,Gujarat,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.89,1323.0,4.28,,,0.015,2.41,unsafe,,,55.0
327,Village_327,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.92,484.0,3.72,,,0.068,1.24,unsafe,,,90.0
328,Village_328,Tamil Nadu,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.64,847.0,4.9,,,0.018,1.99,unsafe,,,55.0
329,Village_329,Gujarat,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.72,1479.0,5.0,,,0.012,0.37,unsafe,,,60.0
330,Village_330,Rajasthan,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,6.7,1380.0,2.28,,,0.044,2.23,unsafe,,,70.0
331,Village_331,Tamil Nadu,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.81,602.0,2.03,,,0.09,1.79,unsafe,,,70.0
332,Village_332,Bihar,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.02,1140.0,2.19,,,0.009,2.4,unsafe,,,80.0
333,Village_333,Rajasthan,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.69,836.0,4.09,,,0.02,2.68,unsafe,,,55.0
334,Village_334,Uttar Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.57,1151.0,1.29,,,0.075,0.66,unsafe,,,75.0
335,Village_335,West Bengal,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.29,1193.0,4.99,,,0.085,2.06,unsafe,,,55.0
336,Village_336,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.99,264.0,3.05,,,0.076,1.84,unsafe,,,85.0
