Village_ID,Village,State,District,Water_Source,pH,TDS,Hardness,Fluoride,Arsenic,Quality_Status
282,Village_282,Tamil Nadu,Ahmedabad,Groundwater,7.41,1129,216,1.0,0.03,Unsafe
283,Village_283,Uttar Pradesh,Patna,Groundwater,6.5,1183,194,0.53,0.058,Unsafe
284,Village_284,Uttar Pradesh,Ahmedabad,Groundwater,8.44,373,238,0.43,0.003,Safe
285,Village_285,Tamil Nadu,Patna,Groundwater,6.81,500,481,1.61,0.012,Unsafe
286,Village_286,West Bengal,Muzaffarnagar,Groundwater,7.59,1032,417,2.7,0.096,Unsafe
287,Village_287,Maharashtra,Ahmedabad,Groundwater,6.61,884,135,2.57,0.02,Unsafe
288,Village_288,Madhya Pradesh,Muzaffarnagar,Groundwater,8.46,502,245,0.66,0.079,Unsafe
289,Village_289,Tamil Nadu,Nagpur,Groundwater,7.64,764,150,2.66,0.011,Unsafe
290,Village_290,Tamil Nadu,Muzaffarnagar,Groundwater,6.77,849,208,1.97,0.029,Unsafe
291,Village_291,Bihar,Patna,Groundwater,7.09,1394,452,2.76,0.047,Unsafe
292,Village_292,Rajasthan,Bhopal,Groundwater,7.15,427,112,2.33,0.088,Unsafe
293,Village_293,Tamil Nadu,Muzaffarnagar,Groundwater,7.53,706,353,1.05,0.048,Unsafe
294,Village_294,Bihar,Jaipur,Groundwater,6.65,638,163,2.1,0.002,Unsafe
295,Village_295,Bihar,Chennai,Groundwater,8.14,1164,468,0.69,0.065,Unsafe
296,Village_296,Tamil Nadu,Kolkata,Groundwater,8.07,908,229,1.59,0.046,Unsafe
297,Village_297,Madhya Pradesh,Nagpur,Groundwater,7.84,895,241,1.67,0.006,Unsafe
298,Village_298,Tamil Nadu,Kolkata,Groundwater,6.94,1293,153,1.48,0.078,Unsafe
299,Village_299,West Bengal,Patna,Groundwater,8.36,776,423,1.27,0.005,Unsafe
300,Village_300,Bihar,Muzaffarnagar,Groundwater,8.48,1325,135,1.11,0.026,Unsafe
301,Village_301,West Bengal,Muzaffarnagar,Groundwater,6.55,1122,240,1.62,0.027,Unsafe
302,Village_302,Bihar,Chennai,Groundwater,7.02,406,434,0.89,0.089,Unsafe
303,Village_303,Maharashtra,Jaipur,Groundwater,6.86,1405,436,1.2,0.054,Unsafe
304,Village_304,Rajasthan,Kolkata,Groundwater,7.6,1233,296,2.76,0.083,Unsafe
305,Village_305,Tamil Nadu,Jaipur,Groundwater,6.57,506,458,2.13,0.078,Unsafe
306,Village_306,Madhya Pradesh,Ahmedabad,Groundwater,7.74,364,325,3.0,0.045,Unsafe
307,Village_307,Rajasthan,Ahmedabad,Groundwater,8.35,266,430,2.42,0.036,Unsafe
308,Village_308,Maharashtra,Patna,Groundwater,6.79,761,215,1.19,0.088,Unsafe
309,Village_309,Madhya Pradesh,Nagpur,Groundwater,8.06,1352,380,1.33,0.058,Unsafe
310,Village_310,Maharashtra,Muzaffarnagar,Groundwater,7.27,999,242,2.57,0.061,Unsafe
311,Village_311,Bihar,Ahmedabad,Groundwater,6.83,836,348,2.73,0.087,Unsafe
312,Village_312,Maharashtra,Chennai,Groundwater,7.59,1300,286,2.04,0.004,Unsafe
313,Village_313,Rajasthan,Nagpur,Groundwater,7.3,1230,485,0.7,0.049,Unsafe
314,Village_314,West Bengal,Nagpur,Groundwater,7.74,967,458,1.72,0.093,Unsafe
315,Village_315,Tamil Nadu,Nagpur,Groundwater,8.34,379,359,2.05,0.019,Unsafe
316,Village_316,Uttar Pradesh,Chennai,Groundwater,8.47,1140,310,0.97,0.077,Unsafe
317,Village_317,Maharashtra,Bhopal,Groundwater,6.65,1246,490,2.16,0.066,Unsafe
318,Village_318,Tamil Nadu,Muzaffarnagar,Groundwater,7.44,322,303,2.06,0.082,Unsafe
319,Village_319,Gujarat,Jaipur,Groundwater,7.7,893,162,2.58,0.015,Unsafe
320,Village_320,Gujarat,Kolkata,Groundwater,7.95,528,369,1.76,0.098,Unsafe
321,Village_321,West Bengal,Bhopal,Groundwater,8.1,550,196,1.47,0.011,Unsafe
322,Village_322,Maharashtra,Kolkata,Groundwater,7.82,837,220,1.91,0.062,Unsafe
323,Village_323,West Bengal,Muzaffarnagar,Groundwater,7.18,1165,165,2.0,0.085,Unsafe
324,Village_324,Rajasthan,Kolkata,Groundwater,7.41,473,197,0.44,0.074,Unsafe
325,Village_325,Bihar,Jaipur,Groundwater,7.6,957,234,2.12,0.056,Unsafe
326,Village_326,Gujarat,Bhopal,Groundwater,6.89,1323,428,2.41,0.015,Unsafe
327,Village_327,Uttar Pradesh,Muzaffarnagar,Groundwater,6.92,484,372,1.24,0.068,Unsafe
328,Village_328,Tamil Nadu,Patna,Groundwater,6.64,847,490,1.99,0.018,Unsafe
329,Village_329,Gujarat,Jaipur,Groundwater,7.72,1479,500,0.37,0.012,Unsafe
330,Village_330,Rajasthan,Kolkata,Groundwater,6.7,1380,228,2.23,0.044,Unsafe
331,Village_331,Tamil Nadu,Ahmedabad,Groundwater,7.81,602,203,1.79,0.09,Unsafe
332,Village_332,Bihar,Muzaffarnagar,Groundwater,8.02,1140,219,2.4,0.009,Unsafe
333,Village_333,Rajasthan,Ahmedabad,Groundwater,7.69,836,409,2.68,0.02,Unsafe
334,Village_334,Uttar Pradesh,Bhopal,Groundwater,6.57,1151,129,0.66,0.075,Unsafe
335,Village_335,West Bengal,Jaipur,Groundwater,7.29,1193,499,2.06,0.085,Unsafe
336,Village_336,Tamil Nadu,Muzaffarnagar,Groundwater,6.99,264,305,1.84,0.076,Unsafe
337,Village_337,Bihar,Patna,Groundwater,6.69,653,122,1.63,0.06,Unsafe
338,Village_338,Bihar,Ahmedabad,Groundwater,6.52,447,250,1.54,0.084,Unsafe
339,Village_339,Uttar Pradesh,Nagpur,Groundwater,8.29,961,169,1.44,0.031,Unsafe
340,Village_340,Maharashtra,Nagpur,Groundwater,7.62,1118,181,1.01,0.053,Unsafe
341,Village_341,Maharashtra,Patna,Groundwater,6.65,1100,210,2.05,0.013,Unsafe
342,Village_342,Madhya Pradesh,Jaipur,Groundwater,7.56,826,216,2.77,0.051,Unsafe
343,Village_343,Madhya Pradesh,Nagpur,Groundwater,7.13,816,306,0.76,0.065,Unsafe
344,Village_344,Bihar,Nagpur,Groundwater,6.85,1345,254,1.25,0.01,Unsafe
345,Village_345,Gujarat,Kolkata,Groundwater,7.05,1110,477,0.55,0.049,Unsafe
346,Village_346,Rajasthan,Ahmedabad,Groundwater,7.95,378,402,0.48,0.006,Safe
347,Village_347,Bihar,Kolkata,Groundwater,7.08,1280,251,0.79,0.043,Unsafe
348,Village_348,Gujarat,Jaipur,Groundwater,7.11,668,297,1.12,0.049,Unsafe
349,Village_349,Maharashtra,Chennai,Groundwater,7.01,1148,345,3.0,0.04,Unsafe
350,Village_350,Maharashtra,Patna,Groundwater,7.6,1376,153,1.25,0.092,Unsafe
351,Village_351,Tamil Nadu,Ahmedabad,Groundwater,7.33,591,234,2.8,0.04,Unsafe
352,Village_352,Gujarat,Muzaffarnagar,Groundwater,6.51,1434,382,2.94,0.041,Unsafe
353,Village_353,Rajasthan,Jaipur,Groundwater,6.67,1300,435,1.7,0.057,Unsafe
354,Village_354,West Bengal,Bhopal,Groundwater,7.64,433,295,0.5,0.022,Unsafe
355,Village_355,Uttar Pradesh,Chennai,Groundwater,7.13,549,186,2.21,0.024,Unsafe
356,Village_356,Maharashtra,Muzaffarnagar,Groundwater,7.81,685,333,0.73,0.004,Unsafe
357,Village_357,Rajasthan,Chennai,Groundwater,6.93,660,435,2.47,0.024,Unsafe
358,Village_358,Rajasthan,Ahmedabad,Groundwater,7.29,1461,298,0.84,0.059,Unsafe
359,Village_359,Madhya Pradesh,Bhopal,Groundwater,7.79,257,290,0.22,0.0,Safe
360,Village_360,Bihar,Muzaffarnagar,Groundwater,7.65,720,254,0.58,0.052,Unsafe
361,Village_361,West Bengal,Chennai,Groundwater,6.96,1227,246,0.62,0.056,Unsafe
362,Village_362,Uttar Pradesh,Ahmedabad,Groundwater,8.35,871,299,0.21,0.041,Unsafe
363,Village_363,West Bengal,Muzaffarnagar,Groundwater,8.13,1216,419,1.91,0.017,Unsafe
364,Village_364,Madhya Pradesh,Ahmedabad,Groundwater,7.4,390,246,2.33,0.01,Unsafe
365,Village_365,Uttar Pradesh,Patna,Groundwater,8.49,526,107,2.15,0.07,Unsafe
366,Village_366,Gujarat,Patna,Groundwater,8.42,719,237,0.38,0.038,Unsafe
367,Village_367,Rajasthan,Muzaffarnagar,Groundwater,6.79,482,190,1.99,0.06,Unsafe
368,Village_368,Gujarat,Chennai,Groundwater,7.49,1455,165,2.15,0.016,Unsafe
369,Village_369,Maharashtra,Muzaffarnagar,Groundwater,6.72,567,309,1.01,0.095,Unsafe
370,Village_370,Bihar,Muzaffarnagar,Groundwater,8.24,1396,420,0.96,0.041,Unsafe
371,Village_371,Gujarat,Nagpur,Groundwater,6.73,276,179,2.17,0.062,Unsafe
372,Village_372,Maharashtra,Jaipur,Groundwater,7.01,685,147,1.31,0.046,Unsafe
373,Village_373,Tamil Nadu,Muzaffarnagar,Groundwater,8.35,535,457,1.45,0.039,Unsafe
374,Village_374,Rajasthan,Chennai,Groundwater,7.49,346,218,2.62,0.009,Unsafe
375,Village_375,Rajasthan,Chennai,Groundwater,7.37,1436,268,2.53,0.078,Unsafe
376,Village_376,Uttar Pradesh,Muzaffarnagar,Groundwater,6.79,387,453,1.53,0.073,Unsafe
377,Village_377,Uttar Pradesh,Muzaffarnagar,Groundwater,8.25,452,439,0.93,0.049,Unsafe
378,Village_378,Maharashtra,Muzaffarnagar,Groundwater,7.72,1061,489,2.01,0.067,Unsafe
379,Village_379,Bihar,Nagpur,Groundwater,7.99,1092,469,1.72,0.059,Unsafe
380,Village_380,Bihar,Jaipur,Groundwater,7.77,360,371,0.74,0.082,Unsafe
381,Village_381,Tamil Nadu,Jaipur,Groundwater,8.43,1000,132,0.7,0.036,Unsafe
382,Village_382,Maharashtra,Chennai,Groundwater,7.95,1302,103,1.8,0.046,Unsafe
383,Village_383,West Bengal,Jaipur,Groundwater,7.41,1188,160,1.15,0.076,Unsafe
384,Village_384,Madhya Pradesh,Nagpur,Groundwater,8.42,1310,247,2.44,0.096,Unsafe
385,Village_385,Bihar,Ahmedabad,Groundwater,7.06,536,338,0.93,0.041,Unsafe
386,Village_386,Uttar Pradesh,Patna,Groundwater,8.28,1382,153,2.98,0.007,Unsafe
387,Village_387,Uttar Pradesh,Kolkata,Groundwater,7.44,1412,431,2.69,0.056,Unsafe
388,Village_388,Tamil Nadu,Kolkata,Groundwater,6.71,1460,116,1.31,0.007,Unsafe
389,Village_389,Rajasthan,Jaipur,Groundwater,8.48,388,396,1.46,0.067,Unsafe
390,Village_390,Maharashtra,Muzaffarnagar,Groundwater,7.41,342,306,2.37,0.045,Unsafe
391,Village_391,Rajasthan,Bhopal,Groundwater,7.98,573,416,1.62,0.004,Unsafe
392,Village_392,Uttar Pradesh,Patna,Groundwater,8.12,1137,275,2.08,0.037,Unsafe
393,Village_393,Tamil Nadu,Muzaffarnagar,Groundwater,7.37,395,340,1.8,0.041,Unsafe
394,Village_394,Rajasthan,Patna,Groundwater,7.83,768,385,0.77,0.07,Unsafe
395,Village_395,Gujarat,Ahmedabad,Groundwater,7.43,316,264,2.55,0.089,Unsafe
396,Village_396,Uttar Pradesh,Bhopal,Groundwater,8.47,873,188,1.07,0.085,Unsafe
397,Village_397,Maharashtra,Bhopal,Groundwater,8.25,209,417,1.13,0.008,Safe
398,Village_398,Rajasthan,Bhopal,Groundwater,7.35,713,161,0.87,0.018,Unsafe
399,Village_399,Uttar Pradesh,Chennai,Groundwater,6.87,348,265,2.33,0.036,Unsafe
400,Village_400,Uttar Pradesh,Nagpur,Groundwater,8.08,514,226,2.93,0.088,Unsafe
401,Village_401,Bihar,Kolkata,Groundwater,6.83,200,355,1.99,0.078,Unsafe
402,Village_402,Madhya Pradesh,Bhopal,Groundwater,6.58,804,274,1.1,0.008,Unsafe
403,Village_403,Bihar,Patna,Groundwater,6.95,1134,365,2.04,0.023,Unsafe
404,Village_404,Maharashtra,Nagpur,Groundwater,7.56,495,491,3.0,0.063,Unsafe
405,Village_405,Bihar,Chennai,Groundwater,7.05,1298,493,0.71,0.078,Unsafe
406,Village_406,Maharashtra,Jaipur,Groundwater,8.2,1416,348,1.18,0.036,Unsafe
407,Village_407,Tamil Nadu,Muzaffarnagar,Groundwater,7.51,1165,239,2.12,0.085,Unsafe
408,Village_408,Uttar Pradesh,Ahmedabad,Groundwater,7.11,1113,159,2.35,0.002,Unsafe
409,Village_409,Uttar Pradesh,Ahmedabad,Groundwater,7.25,468,445,0.9,0.071,Unsafe
410,Village_410,Madhya Pradesh,Kolkata,Groundwater,7.08,284,365,0.33,0.011,Unsafe
411,Village_411,Gujarat,Chennai,Groundwater,7.36,266,172,1.07,0.017,Unsafe
412,Village_412,Uttar Pradesh,Nagpur,Groundwater,6.74,681,427,1.61,0.079,Unsafe
413,Village_413,Uttar Pradesh,Patna,Groundwater,6.93,1337,139,2.6,0.058,Unsafe
414,Village_414,Tamil Nadu,Ahmedabad,Groundwater,8.3,764,219,1.59,0.08,Unsafe
415,Village_415,Madhya Pradesh,Kolkata,Groundwater,7.0,276,165,2.55,0.026,Unsafe
416,Village_416,Rajasthan,Chennai,Groundwater,7.17,678,354,1.66,0.034,Unsafe
417,Village_417,Uttar Pradesh,Ahmedabad,Groundwater,7.99,548,262,0.97,0.039,Unsafe
418,Village_418,Tamil Nadu,Ahmedabad,Groundwater,6.69,508,141,1.27,0.081,Unsafe
419,Village_419,Madhya Pradesh,Patna,Groundwater,8.27,323,343,2.03,0.061,Unsafe
420,Village_420,West Bengal,Jaipur,Groundwater,8.5,1266,171,1.56,0.021,Unsafe
421,Village_421,Rajasthan,Muzaffarnagar,Groundwater,7.88,384,378,0.28,0.001,Safe
422,Village_422,Gujarat,Jaipur,Groundwater,7.13,394,343,1.79,0.037,Unsafe
423,Village_423,Maharashtra,Bhopal,Groundwater,8.37,1351,275,1.28,0.011,Unsafe
424,Village_424,Tamil Nadu,Bhopal,Groundwater,7.18,1380,123,1.52,0.075,Unsafe
425,Village_425,Uttar Pradesh,Ahmedabad,Groundwater,7.29,461,415,0.61,0.039,Unsafe
426,Village_426,West Bengal,Muzaffarnagar,Groundwater,7.73,989,459,2.17,0.01,Unsafe
427,Village_427,Madhya Pradesh,Kolkata,Groundwater,6.93,338,464,2.8,0.044,Unsafe
428,Village_428,Tamil Nadu,Muzaffarnagar,Groundwater,8.07,1458,199,2.02,0.053,Unsafe
429,Village_429,West Bengal,Chennai,Groundwater,8.15,1007,417,1.39,0.016,Unsafe
430,Village_430,Bihar,Patna,Groundwater,8.06,998,295,1.6,0.084,Unsafe
431,Village_431,Tamil Nadu,Ahmedabad,Groundwater,7.01,951,139,2.28,0.09,Unsafe
432,Village_432,Bihar,Nagpur,Groundwater,8.28,1075,328,2.92,0.019,Unsafe
433,Village_433,Maharashtra,Ahmedabad,Groundwater,6.98,564,494,2.87,0.079,Unsafe
434,Village_434,Rajasthan,Nagpur,Groundwater,7.06,914,206,1.21,0.037,Unsafe
435,Village_435,West Bengal,Patna,Groundwater,7.94,1457,342,1.16,0.02,Unsafe
436,Village_436,Madhya Pradesh,Kolkata,Groundwater,7.8,677,145,1.69,0.032,Unsafe
437,Village_437,Madhya Pradesh,Patna,Groundwater,8.21,680,344,0.44,0.076,Unsafe
438,Village_438,Bihar,Chennai,Groundwater,6.97,1175,467,1.87,0.071,Unsafe
439,Village_439,Uttar Pradesh,Ahmedabad,Groundwater,7.67,1497,240,1.06,0.059,Unsafe
440,Village_440,Rajasthan,Patna,Groundwater,6.64,1183,215,1.49,0.056,Unsafe
441,Village_441,Rajasthan,Patna,Groundwater,6.61,1429,202,1.21,0.084,Unsafe
442,Village_442,Madhya Pradesh,Ahmedabad,Groundwater,7.88,861,429,1.85,0.099,Unsafe
443,Village_443,Gujarat,Ahmedabad,Groundwater,6.69,944,118,2.28,0.065,Unsafe
444,Village_444,Tamil Nadu,Kolkata,Groundwater,8.46,708,318,0.54,0.023,Unsafe
445,Village_445,Tamil Nadu,Kolkata,Groundwater,6.59,491,277,1.79,0.086,Unsafe
446,Village_446,Uttar Pradesh,Jaipur,Groundwater,7.96,329,219,1.78,0.066,Unsafe
447,Village_447,Rajasthan,Ahmedabad,Groundwater,7.48,1317,389,0.33,0.052,Unsafe
448,Village_448,Tamil Nadu,Jaipur,Groundwater,7.51,522,331,2.29,0.023,Unsafe
449,Village_449,Madhya Pradesh,Bhopal,Groundwater,6.92,966,199,0.59,0.075,Unsafe
450,Village_450,Bihar,Patna,Groundwater,8.06,1489,495,0.93,0.061,Unsafe
451,Village_451,Tamil Nadu,Jaipur,Groundwater,8.27,655,227,1.45,0.036,Unsafe
452,Village_452,Bihar,Patna,Groundwater,8.32,764,318,0.93,0.078,Unsafe
453,Village_453,Uttar Pradesh,Patna,Groundwater,6.62,757,323,2.3,0.015,Unsafe
454,Village_454,Madhya Pradesh,Nagpur,Groundwater,7.66,825,106,2.9,0.097,Unsafe
455,Village_455,Bihar,Kolkata,Groundwater,7.15,555,489,0.98,0.07,Unsafe
456,Village_456,Bihar,Chennai,Groundwater,6.97,325,291,0.98,0.021,Unsafe
457,Village_457,Rajasthan,Jaipur,Groundwater,6.66,810,242,1.13,0.007,Unsafe
458,Village_458,Gujarat,Nagpur,Groundwater,6.82,1295,430,2.76,0.033,Unsafe
459,Village_459,Tamil Nadu,Jaipur,Groundwater,7.39,1242,472,0.7,0.074,Unsafe
460,Village_460,Gujarat,Jaipur,Groundwater,6.96,930,228,2.3,0.07,Unsafe
461,Village_461,Rajasthan,Kolkata,Groundwater,8.33,1403,108,1.23,0.094,Unsafe
462,Village_462,Maharashtra,Patna,Groundwater,8.34,742,182,2.02,0.094,Unsafe
463,Village_463,Tamil Nadu,Jaipur,Groundwater,8.23,590,387,2.47,0.031,Unsafe
464,Village_464,Gujarat,Bhopal,Groundwater,6.96,1228,435,2.8,0.072,Unsafe
465,Village_465,Bihar,Bhopal,Groundwater,7.59,963,437,0.6,0.028,Unsafe
466,Village_466,Madhya Pradesh,Kolkata,Groundwater,7.79,1373,480,1.25,0.06,Unsafe
467,Village_467,Bihar,Nagpur,Groundwater,6.92,1004,397,1.98,0.0,Unsafe
468,Village_468,Maharashtra,Bhopal,Groundwater,6.86,708,371,0.61,0.045,Unsafe
469,Village_469,Madhya Pradesh,Chennai,Groundwater,8.29,449,429,2.67,0.087,Unsafe
470,Village_470,Tamil Nadu,Kolkata,Groundwater,8.36,1325,213,2.29,0.064,Unsafe
471,Village_471,Uttar Pradesh,Ahmedabad,Groundwater,7.3,484,106,2.02,0.077,Unsafe
472,Village_472,Tamil Nadu,Jaipur,Groundwater,6.81,281,387,1.2,0.039,Unsafe
473,Village_473,Bihar,Jaipur,Groundwater,7.1,952,410,1.71,0.062,Unsafe
474,Village_474,Bihar,Muzaffarnagar,Groundwater,6.59,665,171,2.28,0.084,Unsafe
475,Village_475,Bihar,Kolkata,Groundwater,8.1,348,416,0.84,0.093,Unsafe
476,Village_476,Madhya Pradesh,Jaipur,Groundwater,7.23,729,494,1.66,0.046,Unsafe
477,Village_477,Bihar,Ahmedabad,Groundwater,7.7,657,380,1.82,0.062,Unsafe
478,Village_478,Tamil Nadu,Muzaffarnagar,Groundwater,6.85,1325,281,0.25,0.043,Unsafe
479,Village_479,Uttar Pradesh,Jaipur,Groundwater,7.53,239,167,2.99,0.06,Unsafe
480,Village_480,Bihar,Kolkata,Groundwater,8.31,1455,199,0.28,0.061,Unsafe
481,Village_481,Gujarat,Nagpur,Groundwater,8.46,1153,141,1.6,0.089,Unsafe
482,Village_482,Rajasthan,Nagpur,Groundwater,6.79,224,474,1.37,0.094,Unsafe
483,Village_483,Tamil Nadu,Muzaffarnagar,Groundwater,7.28,987,162,3.0,0.024,Unsafe
484,Village_484,Gujarat,Ahmedabad,Groundwater,8.01,823,318,1.11,0.049,Unsafe
485,Village_485,Tamil Nadu,Ahmedabad,Groundwater,6.58,701,353,1.23,0.04,Unsafe
486,Village_486,Madhya Pradesh,Chennai,Groundwater,6.96,1055,444,1.6,0.018,Unsafe
487,Village_487,Madhya Pradesh,Patna,Groundwater,6.93,265,236,1.75,0.078,Unsafe
488,Village_488,Rajasthan,Muzaffarnagar,Groundwater,7.4,1417,444,2.34,0.075,Unsafe
489,Village_489,Uttar Pradesh,Ahmedabad,Groundwater,7.77,476,228,0.27,0.082,Unsafe
490,Village_490,Rajasthan,Ahmedabad,Groundwater,7.69,207,419,1.33,0.059,Unsafe
491,Village_491,Madhya Pradesh,Jaipur,Groundwater,8.05,246,369,1.5,0.027,Unsafe
492,Village_492,Gujarat,Chennai,Groundwater,7.62,1126,380,2.66,0.053,Unsafe
493,Village_493,Madhya Pradesh,Patna,Groundwater,6.64,1136,376,1.17,0.072,Unsafe
494,Village_494,Tamil Nadu,Muzaffarnagar,Groundwater,7.63,684,420,1.04,0.097,Unsafe
495,Village_495,West Bengal,Patna,Groundwater,8.44,1236,316,0.34,0.048,Unsafe
496,Village_496,Rajasthan,Ahmedabad,Groundwater,6.55,467,126,2.14,0.085,Unsafe
497,Village_497,Tamil Nadu,Chennai,Groundwater,8.25,385,120,0.28,0.037,Unsafe
498,Village_498,Madhya Pradesh,Jaipur,Groundwater,8.43,1374,381,0.6,0.009,Unsafe
499,Village_499,Tamil Nadu,Jaipur,Groundwater,6.66,318,278,2.28,0.029,Unsafe
500,Village_500,Madhya Pradesh,Jaipur,Groundwater,6.93,1146,388,1.82,0.055,Unsafe
501,Village_501,Bihar,Kolkata,Groundwater,7.86,1377,349,2.9,0.089,Unsafe
502,Village_502,Maharashtra,Ahmedabad,Groundwater,8.15,982,245,1.77,0.071,Unsafe
503,Village_503,Uttar Pradesh,Patna,Groundwater,8.15,361,160,2.79,0.057,Unsafe
504,Village_504,West Bengal,Bhopal,Groundwater,6.71,1191,236,2.14,0.026,Unsafe
505,Village_505,Maharashtra,Muzaffarnagar,Groundwater,6.66,213,388,2.22,0.076,Unsafe
506,Village_506,Madhya Pradesh,Bhopal,Groundwater,6.55,547,290,1.52,0.1,Unsafe
507,Village_507,Madhya Pradesh,Jaipur,Groundwater,8.43,1167,150,2.33,0.037,Unsafe
508,Village_508,Rajasthan,Bhopal,Groundwater,7.68,925,493,1.44,0.093,Unsafe
509,Village_509,Gujarat,Ahmedabad,Groundwater,7.75,620,289,1.98,0.019,Unsafe
510,Village_510,Tamil Nadu,Nagpur,Groundwater,7.93,571,112,0.44,0.024,Unsafe
511,Village_511,Rajasthan,Kolkata,Groundwater,8.43,684,373,1.79,0.072,Unsafe
512,Village_512,Tamil Nadu,Kolkata,Groundwater,6.69,1268,410,2.49,0.079,Unsafe
513,Village_513,Bihar,Bhopal,Groundwater,8.48,473,197,2.39,0.098,Unsafe
514,Village_514,Madhya Pradesh,Bhopal,Groundwater,6.87,1291,225,1.26,0.066,Unsafe
515,Village_515,Bihar,Nagpur,Groundwater,6.9,707,355,1.84,0.038,Unsafe
516,Village_516,Bihar,Ahmedabad,Groundwater,6.68,837,485,2.3,0.09,Unsafe
517,Village_517,Bihar,Jaipur,Groundwater,7.73,629,434,1.77,0.049,Unsafe
518,Village_518,Maharashtra,Patna,Groundwater,8.31,543,243,2.4,0.072,Unsafe
519,Village_519,Maharashtra,Nagpur,Groundwater,7.9,649,393,2.8,0.019,Unsafe
520,Village_520,Tamil Nadu,Nagpur,Groundwater,6.91,471,104,1.55,0.062,Unsafe
521,Village_521,Maharashtra,Bhopal,Groundwater,7.2,1009,338,0.77,0.012,Unsafe
522,Village_522,Rajasthan,Kolkata,Groundwater,6.59,1224,463,1.49,0.081,Unsafe
523,Village_523,Rajasthan,Chennai,Groundwater,6.81,1452,495,2.34,0.055,Unsafe
524,Village_524,Rajasthan,Muzaffarnagar,Groundwater,6.66,823,279,0.85,0.034,Unsafe
525,Village_525,West Bengal,Kolkata,Groundwater,7.36,323,301,0.87,0.078,Unsafe
526,Village_526,West Bengal,Muzaffarnagar,Groundwater,7.53,1203,463,1.48,0.067,Unsafe
527,Village_527,Bihar,Patna,Groundwater,8.38,561,469,1.45,0.017,Unsafe
528,Village_528,Madhya Pradesh,Jaipur,Groundwater,6.89,338,150,1.46,0.06,Unsafe
529,Village_529,Rajasthan,Nagpur,Groundwater,7.77,391,154,1.02,0.048,Unsafe
530,Village_530,Tamil Nadu,Patna,Groundwater,6.97,1101,221,1.56,0.05,Unsafe
531,Village_531,Maharashtra,Kolkata,Groundwater,7.0,403,498,1.62,0.082,Unsafe
532,Village_532,Maharashtra,Patna,Groundwater,6.8,710,357,2.36,0.026,Unsafe
533,Village_533,Tamil Nadu,Jaipur,Groundwater,7.97,824,268,0.98,0.074,Unsafe
534,Village_534,Tamil Nadu,Muzaffarnagar,Groundwater,6.84,464,245,2.98,0.001,Unsafe
535,Village_535,Bihar,Bhopal,Groundwater,6.55,559,441,1.09,0.04,Unsafe
536,Village_536,Gujarat,Patna,Groundwater,7.84,1128,477,2.88,0.095,Unsafe
537,Village_537,Uttar Pradesh,Nagpur,Groundwater,7.47,686,228,2.17,0.041,Unsafe
538,Village_538,Bihar,Muzaffarnagar,Groundwater,7.55,981,261,0.39,0.065,Unsafe
539,Village_539,Maharashtra,Chennai,Groundwater,6.72,605,356,0.94,0.037,Unsafe
540,Village_540,Madhya Pradesh,Chennai,Groundwater,7.25,478,394,0.89,0.053,Unsafe
541,Village_541,Uttar Pradesh,Kolkata,Groundwater,7.19,408,222,0.81,0.087,Unsafe
542,Village_542,Maharashtra,Bhopal,Groundwater,8.28,674,495,1.56,0.013,Unsafe
543,Village_543,Tamil Nadu,Ahmedabad,Groundwater,7.5,403,415,0.4,0.075,Unsafe
544,Village_544,Uttar Pradesh,Nagpur,Groundwater,6.74,1139,276,1.9,0.092,Unsafe
545,Village_545,Madhya Pradesh,Chennai,Groundwater,7.49,820,309,0.61,0.036,Unsafe
546,Village_546,Bihar,Bhopal,Groundwater,7.53,1040,313,1.81,0.018,Unsafe
547,Village_547,Madhya Pradesh,Ahmedabad,Groundwater,8.33,1215,323,1.81,0.076,Unsafe
548,Village_548,Maharashtra,Muzaffarnagar,Groundwater,8.29,363,409,2.17,0.016,Unsafe
549,Village_549,Tamil Nadu,Kolkata,Groundwater,6.53,1109,364,0.43,0.027,Unsafe
550,Village_550,Bihar,Chennai,Groundwater,7.08,749,355,0.35,0.059,Unsafe
551,Village_551,Uttar Pradesh,Bhopal,Groundwater,8.48,1145,486,1.46,0.029,Unsafe
552,Village_552,Madhya Pradesh,Nagpur,Groundwater,8.06,1321,252,2.16,0.049,Unsafe
553,Village_553,Gujarat,Nagpur,Groundwater,8.12,1385,162,1.39,0.011,Unsafe
554,Village_554,Tamil Nadu,Jaipur,Groundwater,8.22,834,447,2.25,0.044,Unsafe
555,Village_555,Tamil Nadu,Nagpur,Groundwater,8.37,479,180,1.62,0.064,Unsafe
556,Village_556,Bihar,Chennai,Groundwater,7.16,916,411,0.86,0.025,Unsafe
557,Village_557,Uttar Pradesh,Kolkata,Groundwater,7.64,296,109,1.2,0.084,Unsafe
558,Village_558,Bihar,Chennai,Groundwater,6.77,384,159,0.34,0.027,Unsafe
559,Village_559,Madhya Pradesh,Chennai,Groundwater,7.73,669,100,0.98,0.038,Unsafe
560,Village_560,Tamil Nadu,Muzaffarnagar,Groundwater,7.56,1498,448,0.23,0.002,Unsafe
561,Village_561,Rajasthan,Kolkata,Groundwater,7.17,896,134,0.51,0.052,Unsafe
562,Village_562,Tamil Nadu,Nagpur,Groundwater,8.35,1345,497,1.18,0.074,Unsafe
